id,name,category,subtype,latitude,longitude,description,official_url,significant_date,date_type,year,image_url,image_credit,image_license,source,source_id,source_url,data_license,last_fetched,county,city,address,region,water_body,tags
historical_marker:mi-dnr-markers:mhc631986020,White Lake Cemetery,historical_marker,4,42.69227100000006,-83.53273299999995,"White Lake Cemetery
This cemetery was established by Robert Garner when his nine-month-old child, Mary, died in 1837.  White Lake Road, which runs past it, was once an Indian trail.  Garner, a pioneer of White Lake Township, was involved in the establishment of the First Presbyterian Church of White Lake and was the superintendent of a pioneer sabbath school in White Lake.  Buried in the cemetery are many of the pioneer families of the township, including the Garners, Seeleys and Voorheises.  Also buried here are twenty-eight Civil War veterans and just over forty veterans of succeeding wars.  In 1856 the cemetery was formally deeded to the Board of Health of White Lake Township.",,1987,erected,1987,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/25/attachments/30,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC631986020,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=25,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Oakland,White Lake Township,6190 White Lake Rd,Southeast,,Civil War
historical_marker:mi-dnr-markers:mhc461990032,Hiram D. Ellis House,historical_marker,,41.835075000000074,-83.87087999999994,"Hiram D. Ellis House
In 1883 Blissfield banker Hiram D. Ellis (1826-1900) built this house. The bracketed cornice, hip roof, and bay window reflect the influence of Italianate architecture; the classical porch probably was added in the early twentieth century. Ellis emigrated from New York and settled in Blissfield Township in 1842. From 1873 to 1877 he and F. G. Beagle operated a grocery and hardware store. Around 1879 Ellis joined Arthur D. Gilmore in a banking firm. He also served as postmaster and township supervisor.",,1992,erected,1992,,,,MI-DNR-Markers,MHC461990032,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=26,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Lenawee,Blissfield,415 West Adrian St.,Southeast,,
historical_marker:mi-dnr-markers:mhc632012014,Lakeville Cemetery,historical_marker,1,42.81401274000007,-83.15769015999996,"Lakeville Cemetery
In 1843 Addison Township settler Ernest Mann donated one acre of land to the local community for use as a cemetery. The cemetery has since expanded to more than eleven acres. Among the first to be buried here was Private Derrick Hulick, a veteran of the American Revolution who enlisted in the New Jersey militia in June 1776. The Lakeville Cemetery Auxiliary was established in 1910 to maintain the cemetery and preserve its history.",,2023,erected,2023,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/27/attachments/34,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC632012014,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=27,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Oakland,Leonard,825 Drahner Road,Southeast,,
historical_marker:mi-dnr-markers:mhc631977042,Wattles House,historical_marker,1,42.57496200000003,-83.14801100099999,"Wattles House
Harry Bennett Wattles purchased this house in 1876, about thirty years after its construction, and added a veranda and a second story in 1909. Settling in Troy around 1837, the Wattles family has been active in civic and social affairs. Here on this property, once known as Sunnycrest Dairy, Wattles began to use progressive farming methods. His registered Jersey cows won numerous prizes. This house, Wattles, and his descendants who have lived here, provide Troy with the legacy of a community-minded family.",,1978,erected,1978,,,,MI-DNR-Markers,MHC631977042,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=28,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Oakland,Troy,3864 Livernois,Southeast,,
historical_marker:mi-dnr-markers:mhc451971029,Omena Presbyterian Church,historical_marker,,45.05709100000007,-85.58675699999998,"Omena Presbyterian Church
In 1839 the Reverend Peter Dougherty founded Old Mission, the first Protestant mission in the Grand Traverse area. The church, comprising Indians and whites, was organized in 1843. After 1850 the Indians were allowed to buy land; they and the church moved to Omena, or New Mission in 1852. This church, resembling those of New England was built and dedicated in 1858. Since the 1880s it is used mostly in summer. It remains relatively unchanged from the original.",,1974,erected,1974,,,,MI-DNR-Markers,MHC451971029,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=29,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Leelanau,Omena,M-22,Northwest,,
historical_marker:mi-dnr-markers:mhc652012016,Ogemaw Springs / Ogemaw Springs,historical_marker,2,44.30367300000006,-84.29009599999995,"Ogemaw Springs
Ogemaw Springs is the oldest village in Ogemaw County. The spring that gives the town its name provided the sole supply of water for early settlers. It also supplied water for the boilers of the railroad steam engines that served the area’s lumber industry. In 1888 the local Board of Health sought to protect the springs with an ordinance against the placing of “any rubbish or unclean thing within the spring.”

Ogemaw Springs
The arrival in Ogemaw Springs of the Jackson, Lansing and Saginaw Railroad in 1872 opened up the region’s rich timber resources. By 1873 two hundred people lived in the growing community that included several saw mills, a post office and a grocery. In 1875 Ogemaw Springs nearly became the county seat, losing to West Branch by only one vote. In the 1890s the depletion of timber in the area led to the town’s decline.",,2012,erected,2012,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/30/attachments/38,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC652012016,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=30,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Ogemaw,West Branch,Maes Road and Spring Street,Northeast,,
historical_marker:mi-dnr-markers:mhc331985008,Alice B. Cowles House / Alice B. Cowles House,historical_marker,,42.73336000000006,-84.48449300099998,"Alice B. Cowles House
The Alice B. Cowles House, built in 1857, is the oldest building on the Michigan State University campus. Built as a “Farm Cottage” on Faculty Row from bricks made of clay from the banks of the Red Cedar River, it was originally the official residence of the president of Michigan Agricultural College. After 1874 it was used as faculty housing, as Department of Education offices, and as a residence for female students. In 1941 it again became the official home of the president. After World War II, it was remodeled using funds from the estate of alumnus Frederick Cowles Jenison and named for Jenison’s mother, Alice B. Cowles. Jenison’s grandfather, Albert Cowles, had been a student in the college’s first class in 1857 and had helped gather the materials for the building.

Alice B. Cowles House
Cowles House was centrally located on the campus of the nation’s oldest land grant institution, Michigan Agricultural College. Constructed in 1857, it was one of four cottages, designed by architect J. J. Scott of Toledo, Ohio, to house college faculty and their families. Joseph R. Williams, president from 1857 to 1859, was its first resident. In 1874 a new house on the site now occupied by Gilchrist Hall became the president’s residence and Professor William James Beal moved into Cowles House with his wife Hannah and daughter Jessie. A pioneer botanist, Beal is credited with the first documented account of hybrid corn experimentation. Due to the many modifications of Cowles House over the years, only the stone foundation and two walls of the original structure remain visible.",,1988,erected,1988,,,,MI-DNR-Markers,MHC331985008,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=31,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Ingham,East Lansing,1 Abbott Road,Central,,
historical_marker:mi-dnr-markers:mhc821965013,Michigan State Medical Society,historical_marker,,42.32884000000007,-83.04481299999998,"Michigan State Medical Society
Formation of the Michigan State Medical Society took place here, June 5, 1866, in the Supreme Court Room of Odd Fellows Hall. About one hundred physicians from all areas in Michigan were present. The society adopted the code of ethics of the American Medical Association. The state society, a voluntary, professional organization, provides postgraduate training for physicians and strives to improve the public health by its public service and educational activities.",,1965,erected,1965,,,,MI-DNR-Markers,MHC821965013,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=32,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Wayne,Detroit,31 Woodward Ave,Southeast,,
nrhp_site:nrhp:82000529,"Swayze, E. S., Drugstore/Otisville Mason Lodge No. 401",nrhp_site,building,43.16659317100009,-83.52406817199989,"E. S. Swayze Drugstore
E. S. Swayze opened a drugstore on this site prior to 1870.  When the store burned in 1874, Swayze built this one.  Members of the Free Methodist Church used the second-floor meeting hall for services from 1887 to 1890.  In 1903 Masonic Lodge #401 and the Order of the Eastern Star bought the building, which they owned until 1970.  This intact commercial building is listed in the National Register of Historic Places.",https://catalog.archives.gov/id/25337856,2012,listed,2012,,,,NRHP,82000529,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/nrhp_points_v1/FeatureServer/0/query?where=NRIS_Refnum='82000529',"Public domain (U.S. Government work, NPS)",2026-06-14T16:49:07.116232+00:00,Genesee,Otisville,106 Main St.,East/Thumb,,also_historical_marker
historical_marker:mi-dnr-markers:mhc431958015,Lake County,historical_marker,,43.89934500000004,-85.85180199999996,"Lake County
This county was originally set off in 1840 and first named Aishcum after a well-known Potawatomi chief. In 1843 the name was changed to Lake. For three decades it was attached to neighboring counties until 1871 when settlement was sufficient to warrant organization. Baldwin, the county seat, was settled in 1872. The county’s forests helped make Michigan a leading lumbering state. Farming and the tourist industry are the chief activities. Wildlife is abundant.",,1958,erected,1958,,,,MI-DNR-Markers,MHC431958015,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=34,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Lake,Baldwin,Lake County Courthouse,West Michigan,,
historical_marker:mi-dnr-markers:mhc702002006,Ottawa Beach / Ottawa Beach,historical_marker,5,42.775337000000036,-86.20114299999995,"Ottawa Beach
Ottawa Beach is a well-preserved example of the summer cottage resorts that developed along the Lake Michigan shore during the late nineteenth century. In 1885 the West Michigan Park Association purchased eighty acres of land here. In May 1886 Ottawa County Surveyor Albert Peck platted the resort with 150 cottage lots, streets, and a lot for a hotel. He designated the majority of the land as park area owned in common by cottagers, with each residential lot abutting one of the parks. The Hotel Ottawa, built immediately for the Chicago and West Michigan Railroad (later the Pere Marquette Railway), was one of the largest resort hotels on the eastern shore of Lake Michigan. Some guests arrived by train, many by steamship from Chicago. The hotel burned in 1923.

Ottawa Beach
Construction of cottages in the Ottawa Beach resort began in June 1886. Most cottage owners, shareholders in the West Michigan Park Association, hailed from Grand Rapids. Among the earliest cottagers were prominent business people, furniture makers, railroad officers, and politicians. For more than a century, the same families returned each summer, often occupying the same houses for decades. From the 1930s through the mid 1960s future U.S. President Gerald Ford spent many summer vacations at Ottawa Beach, first at his parents’ cottage and then at one he owned with his brothers. In 2001 Ford recalled: “I loved Ottawa Beach—both cottages. There is no finer sand beach worldwide.” Ottawa Beach is listed in the National Register of Historic Places.",,2002,erected,2002,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/35/attachments/42,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC702002006,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=35,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Ottawa,Holland,Ottawa Beach Road,West Michigan,,
