name,latitude,longitude,subtype,year,date_reported,description,image_url,official_url,county,city
Warren Dunes State Park,41.901437914322855,-86.59494044635541,State Park or Recreation Area,,,"Warren Dunes State Park is a 1,500-acre (610 ha) public recreation area located along the eastern shore of Lake Michigan in Berrien County, Michigan. The state park's large sand dunes and lakeshore beaches make it one of the most popular of Michigan's state parks.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Warren_Dunes.JPG/330px-Warren_Dunes.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/WarrenDunes,Berrien,Sawyer
Warren Woods State Park,41.82795790001637,-86.62329844760413,State Park or Recreation Area,,,"Warren Woods State Park is a 311-acre (126 ha) nature preserve and public recreation area in Berrien County, Michigan, near the village of Three Oaks. The state park is leased by private owners to the state of Michigan.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Warren_Woods_State_Park.jpg/330px-Warren_Woods_State_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/WarrenWoods,Berrien,Sawyer
Fort Custer State Recreation Area,42.334406056781205,-85.33836311161959,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/FortCuster,Kalamazoo,Augusta
Waterloo State Recreation Area,42.3332090470526,-84.10680529437224,State Park or Recreation Area,,,"Waterloo State Recreation Area is the third-largest park in Michigan, encompassing over 21,000 acres (85 km2) of forest, lakes and wetlands. Located in northeast Jackson County and parts of Washtenaw County, the park is the largest in the Lower Peninsula of Michigan and features 4 campgrounds, 11 lakes, a nature center, and over 50 miles (80 km) of trails - some for horses, bicycles, hiking and cross-country skiing. Waterloo SRA includes the Black Spruce Bog Natural Area, a National Natural Landmark and borders the 11,000-acre (45 km2) Pinckney Recreation Area on the east and the 950-acre (3.…",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Waterloo_State_Recreation_area_Miching_Markla_Lake_access_path.JPG/330px-Waterloo_State_Recreation_area_Miching_Markla_Lake_access_path.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Waterloo,Washtenaw,Chelsea
Pinckney State Recreation Area,42.40706814202939,-83.96082869945377,State Park or Recreation Area,,,"Pinckney State Recreation Area is a Michigan state recreation area in Dexter, Sylvan and Lyndon Townships, Washtenaw County and Putnam and Unadilla Townships, Livingston County in the U.S. state of Michigan. The park is 11,000 acres (4,500 ha) and sits at an elevation of 922 feet (281 m). The park is connected to the nearby Waterloo State Recreation Area by the 35-mile (56 km) Waterloo–Pinckney Trail. Pinckney State Recreation Area is open for year-round recreation including hiking, fishing, swimming, hunting and a variety of winter sports.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Snowy_river_in_Pinckney.jpg/330px-Snowy_river_in_Pinckney.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Pinckney,Washtenaw,Pinckney
Yankee Springs State Recreation Area,42.61985225087306,-85.51333469832014,State Park or Recreation Area,,,"Yankee Springs State Recreation Area is a state-managed protected area located in Yankee Springs Township in Barry County, Michigan.",,https://www.michigan.gov/recsearch/parks/YankeeSprings,Barry,Middleville
Saugatuck Dunes State Park,42.696969073007224,-86.19071040334704,State Park or Recreation Area,,,"Saugatuck Dunes State Park is a public recreation area covering 1,000 acres (400 ha) on the shore of Lake Michigan between Saugatuck and Holland in Allegan County, Michigan.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Water_and_Covered_Dune%2C_Looking_North%2C_Saugatuck_Dunes_State_Park%2C_Michigan.jpg/330px-Water_and_Covered_Dune%2C_Looking_North%2C_Saugatuck_Dunes_State_Park%2C_Michigan.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Saugatuck,Allegan,Saugatuck Dunes
Grand Haven State Park,43.05556433017348,-86.24695920003434,State Park or Recreation Area,,,"Grand Haven State Park is a public recreation area on the shores Lake Michigan on the south side of the mouth of the Grand River and harbor in Grand Haven, Michigan. The state park encompasses 48 acres (19 ha) consisting entirely of beach sand. It features camping and beach activities along with scenic views of the Grand Haven South Pierhead Entrance Light and Grand Haven South Pierhead Inner Light.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Grand_Haven_MI_South_Pierhead_Light_and_inner_lighthouse.jpg/330px-Grand_Haven_MI_South_Pierhead_Light_and_inner_lighthouse.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/GrandHaven,Ottawa,Grand Haven
Bass River State Recreation Area,43.019654947031505,-86.0457855751157,State Park or Recreation Area,,,"Bass River State Recreation Area is a 1,665-acre (674 ha) recreation area, located in Allendale Charter Township and Robinson Township, Ottawa County, Michigan. It is located at the mouth of the Bass River, where the smaller river flows into the Grand River.",,https://www.michigan.gov/recsearch/parks/BassRiver,Ottawa,Lamont
Metamora-Hadley State Recreation Area,42.9450752663962,-83.35885456674714,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/Metamora,Lapeer,Metamora
Ortonville State Recreation Area,42.885406253791515,-83.40391557472458,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/Ortonville,Lapeer,Ortonville
Seven Lakes State Park,42.81690922980116,-83.6482326428229,State Park or Recreation Area,,,"Seven Lakes State Park is a public recreation area covering 1,434 acres (580 ha) one mile northwest of Holly in Holly Township, Oakland County, Michigan. The state park's 230 acres (93 ha) of water are found in six named lakes that include 170-acre Big Seven Lake, Little Seven Lake, and 44-acre Dickinson Lake.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Seven_Lakes_State_Park.jpg/330px-Seven_Lakes_State_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/SevenLakes,Oakland,Holly
Albert E. Sleeper State Park,43.98035545212465,-83.21031362146371,State Park or Recreation Area,,,"Albert E. Sleeper State Park is a public recreation area on Lake Huron in Lake Township, Huron County, Michigan. The state park encompasses 723 acres (293 ha) four miles northeast of Caseville, close to the tip of The Thumb of Michigan.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Sleeper_State_Park_%28Aug_2019%29.jpg/330px-Sleeper_State_Park_%28Aug_2019%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Sleeper,Huron,Caseville
Sanilac Petroglyphs State Park,43.65646240661048,-83.0177745301325,State Park or Recreation Area,,,"Sanilac Petroglyphs Historic State Park is a historic preservation area in the U.S. state of Michigan. The state park, also known as ezhibiigadek asin, consists of 240 acres (97 ha) in Greenleaf Township, Sanilac County, in Michigan's Thumb. It contains the largest collection of Native American petroglyphs in Michigan. The carvings were created in the pre-Columbian era and represent aspects of Native American spirituality. An interpretive hiking trail within the park passes along the nearby Cass River.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Sanilac_Petroglyphs_-_Archer.jpg/330px-Sanilac_Petroglyphs_-_Archer.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Sanilac,Sanilac,Cass City
Lakeport State Park,43.11933434110893,-82.49708731595024,State Park or Recreation Area,,,"Lakeport State Park is a public recreation area on the shores of Lake Huron in St. Clair County, Michigan. The state park consists of two units on either side of the community of Lakeport within Burtchville Township. Two campgrounds, beachfront, and camp store are on the north side, and a picnic area and beachfront are on the south side.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Lakeport_State_Park_%28June_2025%29.jpg/330px-Lakeport_State_Park_%28June_2025%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Lakeport,St. Clair,Lakeport
Holland State Park,42.7773220861649,-86.20022641477924,State Park or Recreation Area,,,"Holland State Park is a public recreation area covering 142 acres (57 ha) in Park Township, Ottawa County, four miles (6 km) west of the city of Holland, Michigan. The state park consists of separate Lake Macatawa and Lake Michigan units on the northern side of the channel connecting Lake Macatawa with Lake Michigan. It is often the most visited state park in Michigan, receiving between 1.5 and 2 million visitors annually.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Holland_State_Park.jpg/330px-Holland_State_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Holland,Ottawa,Holland
Sleepy Hollow State Park,42.938566130062696,-84.40727540984892,State Park or Recreation Area,,,"Sleepy Hollow State Park is a public recreation area covering 2,678 acres (1,084 ha) in the townships of Ovid and Victor in Clinton County, Michigan. The state park is located off US-127 nine miles southeast of St. Johns and four miles northwest of Laingsburg and centers on man-made, 410-acre (170 ha) Lake Ovid.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Sleepy_Hollow_State_Park%2C_October-1.jpg/330px-Sleepy_Hollow_State_Park%2C_October-1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/SleepyHollow,Clinton,Laingsburg
Duck Lake State Park,43.34341516990137,-86.40747553570637,State Park or Recreation Area,,,"Duck Lake State Park is a public recreation area covering 728 acres (295 ha) on Lake Michigan five miles (8.0 km) southwest of Whitehall in Muskegon County, Michigan. The state park, which runs along the north side of Duck Lake to Lake Michigan, features a large sand dune. The park's Scenic Drive is part of the Shoreline Trail route in Muskegon County.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Scenic_drive_at_Duck_Lake%2C_Muskegon%2C_Michigan_%2864134%29.jpg/330px-Scenic_drive_at_Duck_Lake%2C_Muskegon%2C_Michigan_%2864134%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/DuckLake,Muskegon,North Muskegon
P.J. Hoffmaster State Park,43.13319814267918,-86.26609647144842,State Park or Recreation Area,,,"P. J. Hoffmaster State Park is a public recreation area on the shores of Lake Michigan located five miles north of Grand Haven at the southwest corner of Norton Shores, in Muskegon County, and the northwest corner of Spring Lake Township, in Ottawa County, in the U.S. state of Michigan. The state park's 1,200 acres (490 ha) of land include three miles (4.8 km) of sand beach on the lake. It is operated by the Michigan Department of Natural Resources.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Hoffmaster_parabolic_dune.jpg/330px-Hoffmaster_parabolic_dune.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Hoffmaster,Muskegon,Muskegon
Bond Falls State Scenic Site,46.40977148360081,-89.13475673313526,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/BondFalls,Ontonagon,Paulding
Charles Mears State Park,43.781861240546185,-86.43911559292651,State Park or Recreation Area,,,"Charles Mears State Park is a public recreation area in the village of Pentwater, Oceana County, Michigan. The state park encompasses 50 acres (20 ha) on the north side of the channel that connects Lake Michigan and Pentwater Lake.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Mears_State_Park_beachfront_%28August_2025%29.jpg/330px-Mears_State_Park_beachfront_%28August_2025%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Mears,Oceana,Pentwater
Silver Lake State Park,43.662338217701254,-86.49440059614314,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/SilverLake,Oceana,Mears
Ludington State Park,44.031611277895884,-86.50554764118546,State Park or Recreation Area,,,"Ludington State Park is a public recreation area located two miles north of Ludington, Michigan, occupying 4,800 acres (1,900 ha) between the shores of Lake Michigan and Hamlin Lake. The state park is crossed by a one-mile stretch of the Big Sable River and is home to the 112-foot-high (34 m) Big Sable Point Lighthouse, which dates from 1876.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Big_Sable_Point_Lighthouse2.JPG/330px-Big_Sable_Point_Lighthouse2.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Ludington,Mason,Ludington
Lake Gogebic State Park,46.456841462194724,-89.56951687128526,State Park or Recreation Area,,,"Lake Gogebic State Park is a public recreation area covering 360 acres (150 ha) in the Upper Peninsula of Michigan. The state park sits on the western shore of Lake Gogebic, the largest inland lake in the Upper Peninsula. The land around the park is sparsely populated, and relatively flat.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Boardwalk_at_Lake_Gogebic_State_Park_%2829940616062%29.jpg/330px-Boardwalk_at_Lake_Gogebic_State_Park_%2829940616062%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/LakeGogebic,Gogebic,Marenisco
Porcupine Mountains State Park,46.818160510623194,-89.62157893885609,State Park or Recreation Area,,,"The Porcupine Mountains, or Porkies, are a group of small mountains spanning the northwestern Upper Peninsula of Michigan in Ontonagon and Gogebic counties, near the shore of Lake Superior. The Porcupine Mountains were named by the native Ojibwa people, supposedly because their silhouette had the shape of a crouching porcupine. They are home to the most extensive stand of old growth northern hardwood forest in North America west of the Adirondack Mountains, spanning at least 31,000 acres (13,000 ha). The area is popular among tourists, especially Lake of the Clouds in the heart of the mountai…",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Porcupine_Mountains_Michigan.jpg/330px-Porcupine_Mountains_Michigan.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Porkies,Ontonagon,Ontonagon
Agate Falls State Scenic Site,46.47940202993903,-89.08951478590984,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/Agatefalls,Ontonagon,Trout Creek
F.J. McLain State Park,47.236071639054295,-88.60830468971878,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/McLain,Houghton,Hancock
Twin Lakes State Park,46.890950572570574,-88.85772871673507,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/TwinLakes,Houghton,Toivola
Muskegon State Park,43.249524158251724,-86.3335005041854,State Park or Recreation Area,,,"Muskegon State Park is a public recreation area located four miles (6.4 km) west of North Muskegon in Muskegon County, Michigan. The park's 1,233 acres (499 ha) encompass two miles of sand beach on Lake Michigan and one mile of beach on Muskegon Lake.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/MuskegonStateParkBlockhouse.JPG/330px-MuskegonStateParkBlockhouse.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Muskegon,Muskegon,North Muskegon
William G. Milliken State Park,42.333272176547865,-83.02622840671454,State Park or Recreation Area,,,"The William G. Milliken State Park and Harbor is a public recreation area located on the Detroit River just east of downtown Detroit, Michigan, on a portion of the city's International Riverfront. The state park's 31 acres (13 ha) include wetlands, paved trails, and a 52-slip harbor of refuge. A 63-foot (19 m) conical brick lighthouse tower, designed as a scaled-down replica of the Tawas Point Light, marks the harbor entrance.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/William_G._Milliken_State_Park_and_Harbor.jpg/330px-William_G._Milliken_State_Park_and_Harbor.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/WilliamMilliken,Wayne,Detroit
J.W. Wells State Park,45.39542144381269,-87.36735306268339,State Park or Recreation Area,,,"J.W. Wells State Park is a state park in the U.S. state of Michigan. The 678-acre (2.74 km2) park is located in Menominee County on the shore of Lake Michigan's Green Bay, just south of Cedar River. It is on M-35, roughly midway between Menominee and Escanaba. It was added to the National Register of Historic Places in 2002.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Sunset_at_J.W._Wells_State_Park.jpg/330px-Sunset_at_J.W._Wells_State_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/JWWells,Menominee,Cedar River
Fayette Historic State Park,45.7180015374664,-86.64886388305503,State Park or Recreation Area,,,"Fayette Historic State Park is a historic preservation and public recreation area encompassing the historic town of Fayette in the U.S. state of Michigan. It is located on the Big Bay de Noc of Lake Michigan, between Snail Shell Harbor and Sand Bay, on the southern side of the Upper Peninsula, about 17 miles south of US 2. Fayette was the site of an industrial community that manufactured charcoal pig iron between 1867 and 1891. The town has been reconstructed into a living museum, showing what life was like in this town in the late 19th century. It was listed on the National Register of Histo…",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Fayette_Historic_Townsite.jpg/330px-Fayette_Historic_Townsite.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Fayette,Delta,Garden
Dodge #4 State Park,42.61704520888713,-83.36949753893158,State Park or Recreation Area,,,"Dodge is an American brand of automobiles and a division of Stellantis, based in Auburn Hills, Michigan. Dodge vehicles have historically included performance cars, and for much of its existence, Dodge was Chrysler's mid-priced brand above Plymouth. The Dodge main factory operated in Hamtramck, Michigan from 1910 until it closed in January 1980.",,https://www.michigan.gov/recsearch/parks/Dodge4,Oakland,Waterford
Bewabic State Park,46.09306348273689,-88.43621347857763,State Park or Recreation Area,,,"Bewabic State Park is a public recreation area covering 315 acres (127 ha) on the shore of Fortune Lake, four miles (6.4 km) west of Crystal Falls in Iron County, Michigan. The state park's rich Civilian Conservation Corps history is evidenced by the CCC structures still in use. The park was listed on the National Register of Historic Places for its CCC-related architecture in 2016.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Oldest_Building_at_Bewabic_State_Park.jpg/330px-Oldest_Building_at_Bewabic_State_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Bewabic,Iron,Crystal Falls
Aloha State Park,45.526140796205205,-84.46597329134592,State Park or Recreation Area,,,"Aloha State Park is a public recreation area located six miles (9.7 km) south of Cheboygan in Cheboygan County, Michigan. The state park covers 172 acres (70 ha) on the northeast side of Mullett Lake at the center of the Inland Lakes Waterways.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/M-212_terminus.jpg/330px-M-212_terminus.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Aloha,Cheboygan,Cheboygan
Father Marquette Memorial Scenic Site,45.85290167299913,-84.72582930157088,State Park or Recreation Area,,,,,,Mackinac,St. Ignace
Mackinac Island and Fort Mackinac Historic Park,45.86432208688233,-84.62846329506516,State Park or Recreation Area,,,,,,Mackinac,Mackinac Island
Palms Book State Park,46.00478059811063,-86.38505283770102,State Park or Recreation Area,,,"Palms Book State Park is a publicly owned nature preserve encompassing 388 acres (157 ha) in Thompson Township, Schoolcraft County, in the eastern Upper Peninsula of Michigan. The state park is noted for Kitch-iti-kipi, the ""Big Spring"".",https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Palms_Book_State_Park_%28Kitch-iti-kipi%29.jpg/330px-Palms_Book_State_Park_%28Kitch-iti-kipi%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/PalmsBook,Schoolcraft,Manistique
Muskallonge Lake State Park,46.677327746551256,-85.6273286856924,State Park or Recreation Area,,,Muskallonge Lake State Park is a state park located in Luce County in the U.S. state of Michigan. It is located in Deer Park about 16 miles (25.7 km) east of Grand Marais along H-58.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Muskallonge_Lake_State_Park_beach%2C_Muskallonge_Lake_%28June_2021%29.jpg/330px-Muskallonge_Lake_State_Park_beach%2C_Muskallonge_Lake_%28June_2021%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Muskallonge,Luce,Newberry
Tahquamenon Falls State Park,46.61074276204962,-85.20632854507086,State Park or Recreation Area,,,"The Tahquamenon Falls State Park is a 46,179-acre (18,688 ha) public recreation area in the U.S. state of Michigan. It is the second largest of Michigan's state parks. Bordering on Lake Superior, most of the park is located within Whitefish Township in Chippewa County, with the western section of the park extending into McMillan Township in Luce County. The nearest town of any size is Paradise.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Upper_Tahquamenon_Falls_%281%29.jpg/330px-Upper_Tahquamenon_Falls_%281%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/TahquamenonFalls,Chippewa,Paradise
Colonial Michilimackinac Historic State Park,45.786113675895436,-84.73544668350242,State Park or Recreation Area,,,,,,Emmet,Mackinaw City
Petoskey State Park,45.408092592498065,-84.90231630352608,State Park or Recreation Area,,,"Petoskey State Park is a public recreation area covering 303 acres (123 ha) on Lake Michigan in Bear Creek Township, Emmet County, Michigan. The state park is located three miles (4.8 km) northeast of the city of Petoskey on Little Traverse Bay. It is surrounded by heavily vegetated sand dunes that are excellent examples of parabolic dunes. Michigan's state stone, the Petoskey stone, can be found on the park beach.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Petoskey_State_Park_%28July_2019%29.jpg/330px-Petoskey_State_Park_%28July_2019%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Petoskey,Emmet,Petoskey
Cheboygan State Park,45.64328365833335,-84.39986317496906,State Park or Recreation Area,,,"Cheboygan State Park is a 1,250-acre (510 ha) public recreation area on Lake Huron in Cheboygan County, Michigan, United States. The state park offers nearly 4 miles (6.4 km) of shoreline with opportunities for swimming, fishing, boating, and hiking in addition to views of the Fourteen Foot Shoal Light, the ruins of the 1859 Cheboygan Point Light, and a distant view of the Poe Reef Light, some six miles to the northeast.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Cheboygan_State_Park.jpg/330px-Cheboygan_State_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Cheboygan,Cheboygan,Cheboygan
